title,link,published,summary
Coronary Computed Tomography Versus Invasive Angiography for Non-ST Elevation Acute Coronary Syndrome,http://classic.clinicaltrials.gov/ct2/show/NCT06101862?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Ischemic Heart Disease;   Non STEMI;   Angina Pectoris, Unstable<br /><b>Interventions</b>:    Procedure: CCTA;   Procedure: Conventional ICA;   Other: Team-based interventional triage<br /><b>Sponsors</b>:    Herlev and Gentofte Hospital;   Rigshospitalet, Denmark;   Zealand University Hospital;   North Zealand Hospital, Denmark;   Amager Hospital;   Bispebjerg Hospital;   Hvidovre University Hospital<br /><b>Not yet recruiting</b>"
Chronic Cancer Pain Management Program,http://classic.clinicaltrials.gov/ct2/show/NCT06101849?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Breast Cancer;   Cancer, Treatment-Related;   Pain Cancer<br /><b>Intervention</b>:    Behavioral: I-Can-Manage-Pain after cancer (Pain Management Program)<br /><b>Sponsors</b>:    Hamilton Health Sciences Corporation;   McMaster University<br /><b>Not yet recruiting</b>"
The Impact of Remote Training on Colonoscopy KPIs,http://classic.clinicaltrials.gov/ct2/show/NCT06101836?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Training;   Colonoscopy;   Colorectal Cancer<br /><b>Intervention</b>:    Other: Training intervention<br /><b>Sponsor</b>:    University Hospital, Ghent<br /><b>Completed</b>"
Phase 2a Study of Efficacy and Safety of OpSCF in Moderate to Severe Atopic Dermatitis,http://classic.clinicaltrials.gov/ct2/show/NCT06101823?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Atopic Dermatitis<br /><b>Interventions</b>:    Biological: OpSCF;   Biological: Placebo;   Biological: OpSCF (Open Label Extension)<br /><b>Sponsors</b>:    Opsidio, LLC;   Innovaderm Research Inc.<br /><b>Not yet recruiting</b>"
The Efficacy of Treatments to Improve Self-esteem,http://classic.clinicaltrials.gov/ct2/show/NCT06101810?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Self Esteem<br /><b>Interventions</b>:    Behavioral: COMET;   Behavioral: CBT<br /><b>Sponsor</b>:    GGZ Noord-Holland-Noord<br /><b>Not yet recruiting</b>
Remote and In-person Supervised Exercise in Patients With Knee Osteoarthritis,http://classic.clinicaltrials.gov/ct2/show/NCT06101797?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Knee Osteoarthritis<br /><b>Interventions</b>:    Other: Remote supervised exercise group;   Other: In-person supervised exercise group<br /><b>Sponsor</b>:    Federal University of Pelotas<br /><b>Not yet recruiting</b>
Single and Multiple Ascending Oral Doses of Avenanthramide,http://classic.clinicaltrials.gov/ct2/show/NCT06101784?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Inflammation<br /><b>Interventions</b>:    Drug: Avenanthramide;   Drug: Placebo<br /><b>Sponsors</b>:    Montreal Heart Institute;   Ceapro Inc.;   The Montreal Health Innovations Coordinating Center (MHICC)<br /><b>Not yet recruiting</b>
Assessment of Epicardial Fat Thickness in Children With Familial Dyslipidemia,http://classic.clinicaltrials.gov/ct2/show/NCT06101771?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Dyslipidemia<br /><b>Intervention</b>:    Diagnostic Test: echoCARDIOGRAPHY<br /><b>Sponsor</b>:    Assiut University<br /><b>Not yet recruiting</b>
Ultrasound Assessment of Sarcopenia in Patients With Chronic Liver Disease: the SARCOLIVER Study,http://classic.clinicaltrials.gov/ct2/show/NCT06101758?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Liver Cirrhosis;   Non-Alcoholic Fatty Liver Disease;   Hepatocellular Carcinoma<br /><b>Interventions</b>:    Diagnostic Test: Handgrip strength test;   Diagnostic Test: total body Dual Energy X-Ray Absorptiometry (DXA);   Diagnostic Test: Muscle ultrasound<br /><b>Sponsor</b>:    Fondazione Policlinico Universitario Agostino Gemelli IRCCS<br /><b>Recruiting</b>
Trial to Visualize the Ureters With Nizaracianine Triflutate in Adults Undergoing Abdominopelvic Surgery,http://classic.clinicaltrials.gov/ct2/show/NCT06101745?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Injury of Ureter During Surgery (Disorder)<br /><b>Interventions</b>:    Drug: Nizaracianine Triflutate;   Drug: Placebo Comparator<br /><b>Sponsors</b>:    Curadel Surgical Innovations, Inc.;   Leiden University Medical Center<br /><b>Not yet recruiting</b>"
LIMBO : Breast Reconstruction by Lipomodeling Alone or With Flap: Evaluation in Franche-Comté,http://classic.clinicaltrials.gov/ct2/show/NCT06101732?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Breast Cancer;   Surgery<br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    Centre Hospitalier Universitaire de Besancon<br /><b>Completed</b>
Use of a Water Soluble Contrast-Based Protocol to Assist in the Management of Pediatric Adhesive Small Bowel Obstruction,http://classic.clinicaltrials.gov/ct2/show/NCT06101719?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Small Bowel Obstruction;   Contrast Media Adverse Reaction<br /><b>Intervention</b>:    Diagnostic Test: Enteral contrast challenge<br /><b>Sponsors</b>:    Children's Hospital Colorado;   Children's Hospital Los Angeles;   University of California, San Francisco;   Oregon Health and Science University;   Rady Children's Hospital, San Diego;   Phoenix Children's Hospital;   Primary Children's Hospital;   Children's Medical Center Dallas;   Seattle Children's Hospital<br /><b>Active, not recruiting</b>"
Assessment of Fatigue in Psoriatic Arthritis and Cutaneous Psoriasis Patients,http://classic.clinicaltrials.gov/ct2/show/NCT06101706?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Psoriatic Arthritis;   Psoriasis<br /><b>Interventions</b>:    Behavioral: Fatigue assessment;   Behavioral: Quality of life assessment;   Other: Assess severity of psoriatic arthritis;   Other: Assess severity of cutaneous psoriasis<br /><b>Sponsor</b>:    Centre Hospitalier Henri Duffaut - Avignon<br /><b>Not yet recruiting</b>
Biomarkers in Patients With Suspected HFpEF,http://classic.clinicaltrials.gov/ct2/show/NCT06101693?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Heart Failure;   Obesity;   Heart Failure With Preserved Ejection Fraction<br /><b>Intervention</b>:    Diagnostic Test: Plasma biomarker levels<br /><b>Sponsors</b>:    NHS Greater Glasgow and Clyde;   University of Glasgow;   Roche Diagnostics<br /><b>Not yet recruiting</b>
RhabdomYolyse in Intensive caRe,http://classic.clinicaltrials.gov/ct2/show/NCT06101680?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Rhabdomyolysis<br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    Central Hospital, Nancy, France<br /><b>Active, not recruiting</b>"
Efficacy and Safety of Endovascular Recanalization for Acute Basilar Artery Occlusion With Extended Time Window (ANGEL-BAO),http://classic.clinicaltrials.gov/ct2/show/NCT06101667?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Acute Ischemic Stroke;   Basilar Artery Occlusion<br /><b>Interventions</b>:    Drug: Best medical management;   Procedure: Endovascular treatment<br /><b>Sponsor</b>:    Beijing Tiantan Hospital<br /><b>Recruiting</b>
Accuracy of Evie Ring Pulse Oximeter in Profound Hypoxia,http://classic.clinicaltrials.gov/ct2/show/NCT06101654?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Hypoxia<br /><b>Intervention</b>:    Device: Pulse oximeter<br /><b>Sponsors</b>:    Movano Health;   University of California, San Francisco<br /><b>Not yet recruiting</b>"
Effect of Shellac Nail Polish Application on Pulse Oximetry Measurements in Healthy Individuals,http://classic.clinicaltrials.gov/ct2/show/NCT06101641?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Healthy Individuals;   Shellac Nail Polish;   Oxygen Saturation;   Nursing;   Perioperative Care<br /><b>Intervention</b>:    Other: Shellac nail polish application<br /><b>Sponsors</b>:    Tarsus University;   Mersin University;   Necmettin Erbakan University;   Mustafa Kemal University<br /><b>Recruiting</b>
Effect of Gel Prosthetic Nail Application on Pulse Oximetry Measurements in Healthy Individuals,http://classic.clinicaltrials.gov/ct2/show/NCT06101628?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Healthy Individuals;   Gel Prosthetic Nail;   Oxygen Saturation;   Nursing;   Perioperative Care<br /><b>Intervention</b>:    Other: Gel prosthetic nail application<br /><b>Sponsors</b>:    Tarsus University;   Mersin University;   Necmettin Erbakan University;   Mustafa Kemal University<br /><b>Completed</b>
Effects of IASTM vs. Foam Rolling on Knee and Hip Range of Motion in Soccer Players,http://classic.clinicaltrials.gov/ct2/show/NCT06101615?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Muscle Tightness<br /><b>Interventions</b>:    Other: IASTM (FAT);   Other: Foam Rolling<br /><b>Sponsor</b>:    Riphah International University<br /><b>Recruiting</b>
Immediate Effect of Dynamic Stretching With and Without Floss Band on Flexibility of Hamstrings in Futsal Players,http://classic.clinicaltrials.gov/ct2/show/NCT06101602?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Sports Physical Therapy<br /><b>Interventions</b>:    Other: Dynamic Stretching with Floss Band;   Other: Dynamic Stretching without Floss Band<br /><b>Sponsor</b>:    Riphah International University<br /><b>Completed</b>
Effect of Vitamin D Supplementation on Allostatic Load and Chronic Stress Along Line of Control in Azad Jammu Kashmir,http://classic.clinicaltrials.gov/ct2/show/NCT06101589?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Mental Health Issue<br /><b>Interventions</b>:    Dietary Supplement: 25 hydroxy cholecalciferol (Vitamin D) /25(OH)D3.;   Dietary Supplement: Placebo<br /><b>Sponsor</b>:    University of the Punjab<br /><b>Not yet recruiting</b>
Readmission Following Prostatic Surgery,http://classic.clinicaltrials.gov/ct2/show/NCT06101576?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    BPH With Urinary Obstruction<br /><b>Interventions</b>:    Procedure: TUIP;   Procedure: TURP;   Procedure: Prostate Vaporization;   Procedure: AEEP<br /><b>Sponsor</b>:    Mansoura University<br /><b>Recruiting</b>
Duration Between Drainage and Ureteroscopic Lithotripsy,http://classic.clinicaltrials.gov/ct2/show/NCT06101563?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Ureter Stone;   Renal Stone;   Ureteric Obstruction<br /><b>Interventions</b>:    Procedure: Early ureteroscopy;   Procedure: Delayed Ureteroscopy<br /><b>Sponsor</b>:    Mansoura University<br /><b>Recruiting</b>
Evaluation of Partial Versus Complete Pulpotomy in Carious Immature Young Permanent Teeth Using Bioceramic Material,http://classic.clinicaltrials.gov/ct2/show/NCT06101550?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Carious Teeth<br /><b>Interventions</b>:    Procedure: partial pulpotomy;   Procedure: Complete pulpotomy<br /><b>Sponsor</b>:    Cairo University<br /><b>Not yet recruiting</b>
Correlation Patterns of Brain Temperature-Pressure in Acute Brain Injury,http://classic.clinicaltrials.gov/ct2/show/NCT06101537?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Intracranial Pressure;   Brain Injuries, Traumatic;   Subarachnoid Hemorrhage;   Cerebral Hemorrhage<br /><b>Intervention</b>:    Device: Brain temperature-pressure monitoring<br /><b>Sponsor</b>:    Beijing Tiantan Hospital<br /><b>Not yet recruiting</b>"
Volumetric Changes in Free Gingival Graft Procedures Taken With Different Techniques,http://classic.clinicaltrials.gov/ct2/show/NCT06101524?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Ndirectly Measuring the Difference Between the Free Gingival Graft and the Free Gingival Unit Via a Scanner<br /><b>Intervention</b>:    Procedure: Free gingival unit, free gingival greft<br /><b>Sponsor</b>:    Eda Cetin Ozdemir<br /><b>Completed</b>"
Driving Pressure During General Anesthesia for Minimally Invasive Abdominal Surgery (GENERATOR),http://classic.clinicaltrials.gov/ct2/show/NCT06101511?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Postoperative Complications;   Surgery<br /><b>Intervention</b>:    Procedure: Intraoperative ventilation with individualized high PEEP titrated to the lowest ΔP with RMs<br /><b>Sponsors</b>:    Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA);   Onze Lieve Vrouwe Gasthuis;   HagaZiekenhuis;   Dijklander Ziekenhuis;   The Netherlands Cancer Institute;   Isala;   Maasstad Hospital;   Medisch Spectrum Twente;   University Medical Center Groningen;   Leiden University Medical Center;   Hospital Universitario La Fe;   Ospedale Policlinico San Martino;   University Hospital Carl Gustav Carus;   Medical University Innsbruck;   Spaarne Gasthuis;   Zaans Medical Center;   Alrijne Hospital;   Albert Schweitzer Hospital;   Maastricht University Medical Center;   Noordwest Ziekenhuisgroep<br /><b>Not yet recruiting</b>
Peroperative Fluid Management in Major Gynecological Cancer Surgeries,http://classic.clinicaltrials.gov/ct2/show/NCT06101498?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Fluid Overload;   Fluid Loss;   Perioperative/Postoperative Complications;   Acute Kidney Injury<br /><b>Intervention</b>:    Diagnostic Test: Akut kidnet injury(AKI)<br /><b>Sponsor</b>:    Bakirkoy Dr. Sadi Konuk Research and Training Hospital<br /><b>Completed</b>
Future Patient - Telerehabilitation of Patients With Atrial Fibrillation,http://classic.clinicaltrials.gov/ct2/show/NCT06101485?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Atrial Fibrillation<br /><b>Intervention</b>:    Device: Telerehabilitation<br /><b>Sponsors</b>:    Aalborg University;   Department of Cardiology, Viborg Regional Hospital;   Department of Cardiology, Silkeborg Regional Hospital;   Center for Innovative Medical Technologies (CIMT), Odense University Hospital;   Laboratory for Welfare Technology, Department of Health Science and Technology, Aalborg University<br /><b>Recruiting</b>"
Rotational Stability and Clinical Response of the ASQELIO Toric Biaspheric Monofocal Lens.,http://classic.clinicaltrials.gov/ct2/show/NCT06101472?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Cataract<br /><b>Intervention</b>:    Device: ASQELIO Toric Biaspheric Monofocal Lens<br /><b>Sponsor</b>:    AST Products, Inc.<br /><b>Not yet recruiting</b>"
"A Study About Association Between Microbiome, Metabolome and Clinical Characteristics in COPD Patients",http://classic.clinicaltrials.gov/ct2/show/NCT06101459?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Chronic Obstructive Pulmonary Disease<br /><b>Intervention</b>:    <br /><b>Sponsors</b>:    Asan Medical Center;   Seoul National University College of Medicine;   HEM Pharma Inc.<br /><b>Not yet recruiting</b>
"Evaluation of the Effectiveness of Aromatherapy on Anxiety, Vital Signs, and Postoperative Complications in Lower Impacted Wisdom Tooth Surgery",http://classic.clinicaltrials.gov/ct2/show/NCT06101446?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Tooth, Impacted;   Dental Anxiety<br /><b>Intervention</b>:    Other: Lavander Aromatherapy<br /><b>Sponsor</b>:    Yuzuncu Yıl University<br /><b>Completed</b>"
The Effect of Soy Isoflavones on Non-alcoholic Fatty Liver Disease and the Level of FGF-21 and Fetuin A,http://classic.clinicaltrials.gov/ct2/show/NCT06101433?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    NAFLD<br /><b>Interventions</b>:    Dietary Supplement: Soy isoflavone;   Other: Placebo<br /><b>Sponsor</b>:    Ahvaz Jundishapur University of Medical Sciences<br /><b>Completed</b>
Potassium Copetitive Acid Blockers Efficacy in H.Pylori Eradication,http://classic.clinicaltrials.gov/ct2/show/NCT06101420?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Helicobacter Pylori Eradication<br /><b>Intervention</b>:    Drug: Vonoprazan<br /><b>Sponsor</b>:    Ain Shams University<br /><b>Completed</b>
Univent Tube for Thoracoscopic Thymectomy in Myasthenic Patients,http://classic.clinicaltrials.gov/ct2/show/NCT06101407?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Myasthenia Gravis<br /><b>Intervention</b>:    <br /><b>Sponsors</b>:    Nguyen Dang Thu;   Hanoi Medical University<br /><b>Completed</b>
Development of a Fluorescent Visualization System for Non-visible Lung Cancer Nodules,http://classic.clinicaltrials.gov/ct2/show/NCT06101394?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Lung Cancer;   Video-assisted Thoracic Surgery;   EGFR;   Cetuximab<br /><b>Intervention</b>:    Drug: Cetuximab-IRDye800<br /><b>Sponsors</b>:    University of Turin, Italy;   Azienda Ospedaliera Città della Salute e della Scienza di Torino<br /><b>Not yet recruiting</b>"
CD19-directed CAR-T Cell Therapy for R/R Acute Leukemia and Lymphoma,http://classic.clinicaltrials.gov/ct2/show/NCT06101381?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Leukemia, Acute Lymphoblastic;   Lymphoma, Non-Hodgkin<br /><b>Intervention</b>:    Biological: CART-19<br /><b>Sponsors</b>:    University of Sao Paulo;   Blood Center of Ribeirao Preto;   Hospital das Clínicas de Ribeirão Preto<br /><b>Not yet recruiting</b>"
Effect of Physical Activity on Neurogenesis in Peripheral Diabetic Neuropathy Type-II Diabetes,http://classic.clinicaltrials.gov/ct2/show/NCT06101368?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Type II Diabetes Mellitus With Neurological Manifestations<br /><b>Interventions</b>:    Behavioral: Phsical Activity;   Drug: Medication<br /><b>Sponsor</b>:    Health Education Research Foundation (HERF)<br /><b>Not yet recruiting</b>
Effectiveness of Telerehabilitation in Total Knee Arthroplasty,http://classic.clinicaltrials.gov/ct2/show/NCT06101355?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Knee Osteoarthritis;   Total Knee Arthroplasty<br /><b>Interventions</b>:    Other: Telerehabilitation;   Other: Standard Home Based Exercise Group<br /><b>Sponsors</b>:    Hacettepe University;   Ankara Medipol University<br /><b>Recruiting</b>
Study of Lenacapavir and Emtricitabine/Tenofovir Disoproxil Fumarate (F/TDF) for Prevention of HIV in People Who Inject Drugs (HPTN-103),http://classic.clinicaltrials.gov/ct2/show/NCT06101342?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Pre-Exposure Prophylaxis of HIV Infection<br /><b>Interventions</b>:    Drug: Lenacapavir Injection;   Drug: Lenacapavir Tablet;   Drug: Emtricitabine/tenofovir disoproxil fumarate (F/TDF)<br /><b>Sponsors</b>:    Gilead Sciences;   HIV Prevention Trials Network;   National Institute on Drug Abuse (NIDA);   National Institute of Allergy and Infectious Diseases (NIAID)<br /><b>Not yet recruiting</b>
Study of Lenacapavir and Emtricitabine/Tenofovir Disoproxil Fumarate (F/TDF) in Prevention of HIV in Cisgender Women in the United States (HPTN-102),http://classic.clinicaltrials.gov/ct2/show/NCT06101329?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Pre-Exposure Prophylaxis of HIV Infection<br /><b>Interventions</b>:    Drug: Lenacapavir Tablet;   Drug: Lenacapavir Injection;   Drug: Emtricitabine/Tenofovir Disoproxil Fumarate (F/TDF)<br /><b>Sponsors</b>:    Gilead Sciences;   HIV Prevention Trials Network<br /><b>Not yet recruiting</b>
"A Bridging Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of CB06-036 in Healthy Subjects in China",http://classic.clinicaltrials.gov/ct2/show/NCT06101316?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Healthy Volunteers<br /><b>Intervention</b>:    Drug: CB06-036<br /><b>Sponsor</b>:    Shanghai Zhimeng Biopharma, Inc.<br /><b>Recruiting</b>"
Endometriosis Pain,http://classic.clinicaltrials.gov/ct2/show/NCT06101303?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Pelvic Pain;   Endometriosis<br /><b>Interventions</b>:    Other: Psychophysical assessment;   Behavioral: Psychophysical assessments of experimental pain;   Diagnostic Test: Blood, urine and saliva samples;   Procedure: Biopsy and surgery-related data.<br /><b>Sponsor</b>:    Washington University School of Medicine<br /><b>Recruiting</b>"
Locally Ablative TherapY in Oligo-ProgressiVe GEnitourinary TumoRs (LAYOVER),http://classic.clinicaltrials.gov/ct2/show/NCT06101290?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Prostate Cancer;   Oligoprogressive;   Urothelial Carcinoma;   Renal Cell Carcinoma<br /><b>Intervention</b>:    Device: Ablative local therapy<br /><b>Sponsors</b>:    University of California, Davis;   National Cancer Institute (NCI)<br /><b>Recruiting</b>"
Locally ablatIVe thErapy for oLigo-progressive gastrOintestiNal maliGnancies (LIVELONG),http://classic.clinicaltrials.gov/ct2/show/NCT06101277?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Esophageal Cancer;   Small Bowel Cancer;   Gastroesophageal-junction Cancer;   Gastric Cancer;   Colorectal Cancer;   Appendiceal Cancer;   Biliary Cancer;   Gall Bladder Cancer;   Intrahepatic Cholangiocarcinoma;   Extrahepatic Cholangiocarcinoma;   Oligoprogressive<br /><b>Intervention</b>:    Device: Ablative local therapy<br /><b>Sponsors</b>:    University of California, Davis;   National Cancer Institute (NCI)<br /><b>Recruiting</b>"
Application of Virtual Reality in Post-Operative Recovery of a Pediatric Scoliosis Patient Population,http://classic.clinicaltrials.gov/ct2/show/NCT06101264?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Adolescent Idiopathic Scoliosis<br /><b>Intervention</b>:    Device: Virtual Reality Intervention<br /><b>Sponsors</b>:    Connecticut Children's Medical Center;   University of Connecticut<br /><b>Not yet recruiting</b>
A Randomized Field Trial of Smartphone-based Feedback to Encourage Safe Driving,http://classic.clinicaltrials.gov/ct2/show/NCT06101251?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Distracted Driving;   Injury Prevention;   Behavioral Economics<br /><b>Interventions</b>:    Behavioral: Driving Tips;   Behavioral: Standard Feedback;   Behavioral: Assigned Focus Area Feedback;   Behavioral: Study Dashboard (Standard);   Behavioral: Study Dashboard (focused);   Behavioral: UBI-like Behavioral Incentive;   Behavioral: Sef-Chosen Focus Area Feedback<br /><b>Sponsors</b>:    University of Pennsylvania;   AAA Foundation for Traffic Safety<br /><b>Not yet recruiting</b>
BLOODSAFE Ghana- Iron and Nutritional Counselling Strategy,http://classic.clinicaltrials.gov/ct2/show/NCT06101238?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Blood Donation<br /><b>Intervention</b>:    Dietary Supplement: supplementation with low dose elemental iron<br /><b>Sponsors</b>:    University of Minnesota;   University of Ghana;   National Blood Service Ghana;   Syracuse University;   Liverpool School of Tropical Medicine;   National Heart, Lung, and Blood Institute (NHLBI)<br /><b>Not yet recruiting</b>"
Effects of a Relaxation and Guided Imagery Intervention in School Context,http://classic.clinicaltrials.gov/ct2/show/NCT06101225?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Mental Health Wellness 1;   Positive and Negative Affect;   Social Skills;   Happiness;   Self Esteem;   Self-Regulation, Emotion;   Anxiety;   Cognitive Change;   Heart Rate Variability;   Stress, Psychological;   Physical Activity<br /><b>Interventions</b>:    Other: MindRegulation Intervention;   Other: Relaxation;   Other: Waiting List Control Group<br /><b>Sponsors</b>:    Universidade Autónoma de Lisboa;   Faculdade de Psicologia, Universidade de Lisboa;   ISCTE-IUL;   ISAMB - Faculdade de Medicina da Universidade de Lisboa;   Technical University of Lisbon;   Universidade Católica Portuguesa;   Universidade Lusófona de Humanidades e Tecnologias;   Universidade Nova de Lisboa<br /><b>Recruiting</b>"
Predictors of Quality of Life in Bipolar Disorder,http://classic.clinicaltrials.gov/ct2/show/NCT06101212?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Bipolar Disorder<br /><b>Intervention</b>:    Other: survey<br /><b>Sponsor</b>:    Kubra TOHUMCU<br /><b>Not yet recruiting</b>
Combined Therapeutic Air Mixture and Electrical Stimulation to Improve Breathing and Hand Function in Spinal Cord Injury,http://classic.clinicaltrials.gov/ct2/show/NCT06101199?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Cervical Spinal Cord Injury<br /><b>Interventions</b>:    Other: Acute Intermittent Hypercapnic Hypoxia;   Other: Transcutaneous spinal cord stimulation;   Other: SHAM Acute Intermittent Hypercapnic Hypoxia;   Other: SHAM Transcutaneous spinal cord stimulation<br /><b>Sponsor</b>:    Thomas Jefferson University<br /><b>Recruiting</b>
"The Effect of Nursing Counseling Perceived Stress, Coping and Birth Outcomes Among Pregnant Women",http://classic.clinicaltrials.gov/ct2/show/NCT06101186?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Preterm Birth<br /><b>Intervention</b>:    Other: NPECP based on NSM<br /><b>Sponsors</b>:    Erzurum Technical University;   Ondokuz Mayıs University<br /><b>Completed</b>
A Study to Evaluate the Safety and Immunogenicity of Recombinant Trivalent Poliomyelitis Vaccine (Sf-RVN Cell) in Healthy Adults,http://classic.clinicaltrials.gov/ct2/show/NCT06101173?sfpd_d=14&sel_rss=new14,"Thu, 26 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Poliomyelitis<br /><b>Interventions</b>:    Biological: Recombinant Trivalent Poliomyelitis Vaccine (Sf-RVN Cell) (VLP-Polio);   Biological: Inactivated poliomyelitis vaccine (IPOL);   Biological: VLP-Polio;   Biological: IPOL<br /><b>Sponsors</b>:    CanSino Biologics Inc.;   Novotech (Australia) Pty Limited<br /><b>Not yet recruiting</b>
